timestamp,platform,user,channel,intent,confidence,lang,rawMessage,cleanMessage,response
2018-6-16 14:27:49,slack,U9Q3FND6E,D9ZCG8VCM,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-6-16 14:27:54,slack,U9Q3FND6E,D9ZCG8VCM,works-by,1,en,"Give me 2 works by Beethoven","Give me 2 works by Beethoven","Ok! Do you want to add some filters?"
2018-6-16 14:27:59,slack,U9Q3FND6E,D9ZCG8VCM,works-by - yes,1,en,"Yes thanks","Yes thanks","Ok tell me what"
2018-6-16 14:28:10,slack,U9Q3FND6E,D9ZCG8VCM,works-by,1,en,"Give me one work by Beethoven","Give me one work by Beethoven","Sure! Do you want to add some filters?"
2018-6-16 14:28:14,slack,U9Q3FND6E,D9ZCG8VCM,works-by - yes,1,en,"Yes thanks","Yes thanks","Ok tell me what"
2018-6-16 14:28:18,slack,U9Q3FND6E,D9ZCG8VCM,works-by-something,0.8700000047683716,en,"An instrument","An instrument","Ok! Just tell me the instrument"
2018-6-16 14:28:23,slack,U9Q3FND6E,D9ZCG8VCM,works-by-something,1,en,"Violin","Violin","Perfect! Do you want to add something?"
2018-6-16 14:28:43,slack,U9Q3FND6E,D9ZCG8VCM,works-by,1,en,"Give me one work by Beethoven","Give me one work by Beethoven","No problem! Do you want to add some filters?"
2018-6-16 14:28:48,slack,U9Q3FND6E,D9ZCG8VCM,works-by - yes,1,en,"Yes thanks","Yes thanks","Ok tell me what"
2018-6-16 14:28:52,slack,U9Q3FND6E,D9ZCG8VCM,works-by-something,0.8700000047683716,en,"An instrument","An instrument","Ok! Just tell me the instrument"
2018-6-16 14:28:54,slack,U9Q3FND6E,D9ZCG8VCM,works-by-something,1,en,"Violin","Violin","Perfect! Do you want to add something?"
2018-6-16 14:28:59,slack,U9Q3FND6E,D9ZCG8VCM,works-by - no,1,en,"No it's om","No it's ok",<result_card>
2018-6-16 14:29:25,slack,U9Q3FND6E,D9ZCG8VCM,works-by,1,en,"Give me one work by Mozart","Give me one work by Mozart","No problem! Do you want to add some filters?"
2018-6-16 14:29:29,slack,U9Q3FND6E,D9ZCG8VCM,works-by - yes,1,en,"Yes thanks","Yes thanks","Ok tell me what"
2018-6-16 14:29:32,slack,U9Q3FND6E,D9ZCG8VCM,works-by-something,0.8700000047683716,en,"An instrument","An instrument","Ok! Just tell me the instrument"
2018-6-16 14:29:34,slack,U9Q3FND6E,D9ZCG8VCM,works-by-something,1,en,"Violin","Violin","Perfect! Do you want to add something?"
2018-6-16 14:29:38,slack,U9Q3FND6E,D9ZCG8VCM,works-by - no,1,en,"No it's om","No it's ok",<result_card>
2018-6-16 14:30:06,slack,U9Q3FND6E,D9ZCG8VCM,works-by,1,en,"Give me one work by Vivaldi","Give me one work by Vivaldi","Ok! Do you want to add some filters?"
2018-6-16 14:30:09,slack,U9Q3FND6E,D9ZCG8VCM,works-by - yes,1,en,"Yes thanks","Yes thanks","Ok tell me what"
2018-6-16 14:30:12,slack,U9Q3FND6E,D9ZCG8VCM,works-by-something,0.8700000047683716,en,"An instrument","An instrument","Ok! Just tell me the instrument"
2018-6-16 14:30:14,slack,U9Q3FND6E,D9ZCG8VCM,works-by-something,1,en,"Violin","Violin","Perfect! Do you want to add something?"
2018-6-16 14:30:17,slack,U9Q3FND6E,D9ZCG8VCM,works-by - no,1,en,"No it's om","No it's ok",<result_card>
2018-6-16 14:33:19,slack,U9Q3FND6E,D9ZCG8VCM,works-by,0.800000011920929,en,"Give me one work by Beethoven but just the one written for piano clarinet or violin","Give me one work by Beethoven but just the one written for piano clarinet or violin",<result_card>
2018-6-16 14:33:47,slack,U9Q3FND6E,D9ZCG8VCM,works-by,0.800000011920929,en,"Give me one work by Beethoven but just the one written for piano clarinet or violin","Give me one work by Beethoven but just the one written for piano clarinet or violin",<result_card>
2018-6-16 14:36:11,slack,U9Q3FND6E,D9ZCG8VCM,works-by,0.8100000023841858,en,"Give me one work by Beethoven but just the one written for piano clarinet and violin","Give me one work by Beethoven but just the one written for piano clarinet and violin",<result_card>
2018-6-16 14:36:32,slack,U9Q3FND6E,D9ZCG8VCM,works-by,0.800000011920929,en,"Give me one work by Beethoven but just the one written for piano clarinet or violin","Give me one work by Beethoven but just the one written for piano clarinet or violin",<result_card>
2018-6-16 14:37:10,slack,U9Q3FND6E,D9ZCG8VCM,works-by,0.800000011920929,en,"Give me one work by Beethoven but just the one written for piano clarinet or violin","Give me one work by Beethoven but just the one written for piano clarinet or violin",<result_card>
2018-6-16 14:38:01,slack,U9Q3FND6E,D9ZCG8VCM,works-by,0.9800000190734863,en,"Give me six works by Beethoven but just the ones written for piano clarinet and violin","Give me six works by Beethoven but just the ones written for piano clarinet and violin",<result_card>
2018-6-16 14:38:49,slack,U9Q3FND6E,D9ZCG8VCM,works-by,0.9800000190734863,en,"Give me six works by Beethoven but just the ones written for piano clarinet and violin","Give me six works by Beethoven but just the ones written for piano clarinet and violin",<result_card>
2018-6-16 14:40:51,slack,U9Q3FND6E,D9ZCG8VCM,discover-artist,1,en,"Tell me something about Vivaldi","Tell me something about Vivaldi",<result_card>
